id,matched_ids,merged_skills
100,"[454.0, 425.0, 367.0, 458.0, 371.0, 478.0, 491.0, 98.0, 468.0, 363.0]","{'monitoring', 'component', 'algorithm', 'specification', 'business', 'asp net', 'junit', 'mercurial', 'design', 'server', 'javascript', 'nosql', 'xcode', 'devops', 'debugging', 'uikit', 'testing', 'version control system', 'code review', 'deployment', 'chrome', 'search engine', 'ruby', 'data structure', 'database', 'software', 'framework', 'git', 'cloud foundry', 'xamarin', 'linux', 'angular', 'high availability', 'certificate', 'relational database', 'support', 'computer science', 'box', 'python', 'chef', 'encryption', 'jquery', 'mobile', 'objective c', 'oracle', 'scalability', 'engineering', 'continuous integration', 'software engineering', 'computer hardware', 'content management', 'java', 'release', 'android', 'documentation', 'web service', 'cloud hosting', 'data processing', 'security', 'collaboration', 'angularjs', 'scripting language'}"
101,"[312.0, 254.0, 4.0, 363.0, 491.0, 468.0, 427.0, 147.0, 484.0, 499.0]","{'component', 'domain knowledge', 'data transmission', 'specification', 'business', 'mercurial', 'design', 'server', 'javascript', 'nosql', 'ember', 'uikit', 'debugging', 'business intelligence', 'project management', 'testing', 'version control system', 'deployment', 'chrome', 'code review', 'search engine', 'ruby', 'analytics', 'database', 'operating system', 'framework', 'software', 'git', 'database design', 'xamarin', 'linux', 'angular', 'high availability', 'certificate', 'relational database', 'support', 'marketing', 'jquery ui', 'computer science', 'response time', 'python', 'chef', 'encryption', 'objective c', 'mobile', 'oracle', 'jquery', 'scalability', 'engineering', 'material', 'continuous integration', 'software engineering', 'computer hardware', 'content management', 'android', 'release', 'java', 'shell', 'documentation', 'web service', 'tableau', 'data processing', 'security', 'collaboration', 'angularjs', 'scripting language'}"
102,"[341.0, 94.0, 390.0, 466.0, 384.0, 64.0, 374.0, 490.0, 500.0, 85.0]","{'concurrency', 'algorithm', 'specification', 'business', 'material design', 'design', 'ember', 'javascript', 'uikit', 'debugging', 'phonegap', 'testing', 'deployment', 'ruby', 'data structure', 'perl', 'database', 'npm', 'software', 'framework', 'github', 'git', 'front end', 'angular', 'support', 'functional programming', 'scala', 'swift', 'user interface', 'computer science', 'library', 'business process', 'publishing', 'mobile', 'objective c', 'jquery', 'engineering', 'algorithm design', 'marionette', 'continuous integration', 'throughput', 'software engineering', 'mysql', 'react', 'java', 'android', 'interaction', 'documentation', 'web service', 'grunt', 'angularjs', 'gulp'}"
103,"[388.0, 442.0, 74.0, 287.0, 187.0, 121.0, 111.0, 26.0, 501.0, 453.0]","{'oracle', 'data analysis', 'mysql', 'asp net', 'ajax', 'support', 'relational database', 'server', 'database', 'java', 'jquery', 'python', 'web service', 'visual studio'}"
104,"[105.0, 343.0, 201.0, 149.0, 234.0, 34.0, 358.0, 364.0, 355.0, 73.0]","{'concurrency', 'kissmetrics', 'collaboration', 'algorithm', 'business', 'medium', 'design', 'data visualization', 'finance', 'nosql', 'kafka', 'storm', 'memory management', 'drupal', 'visualization', 'advertising', 'hadoop', 'testing', 'analytics', 'search engine', 'data structure', 'database', 'software', 'framework', 'elasticsearch', 'source code', 'enterprise system', 'data modeling', 'linux', 'google analytics', 'support', 'marketing', 'scala', 'swift', 'computer science', 'library', 'python', 'business process', 'graphic design', 'openstack', 'objective c', 'mobile', 'oracle', 'mongodb', 'google', 'engineering', 'microcontroller', 'ecommerce', 'big data', 'software engineering', 'apache spark', 'content management', 'java', 'interaction', 'commerce', 'security', 'programming language', 'optimizely', 'qt'}"
105,"[343.0, 104.0, 149.0, 358.0, 355.0, 193.0, 61.0, 201.0, 456.0, 87.0]","{'monitoring', 'concurrency', 'algorithm', 'data analysis', 'business', 'design', 'data visualization', 'ethernet', 'synchronization', 'kafka', 'debugging', 'memory management', 'visualization', 'hadoop', 'analytics', 'data structure', 'database', 'data system', 'operating system', 'software', 'framework', 'fortran', 'source code', 'elasticsearch', 'linux', 'data modeling', 'support', 'scala', 'swift', 'computer science', 'library', 'python', 'simulation', 'mobile', 'objective c', 'oracle', 'mongodb', 'engineering', 'big data', 'software engineering', 'apache spark', 'java', 'release', 'commerce', 'data center', 'box', 'security', 'collaboration'}"
106,"[459.0, 488.0, 81.0, 62.0, 25.0, 85.0, 503.0, 28.0, 50.0, 13.0]","{'openshift', 'business', 'asp net', 'junit', 'ajax', 'medium', 'design', 'server', 'javascript', 'nosql', 'kafka', 'maven', 'azure', 'devops', 'debugging', 'business administration', 'testing', 'deployment', 'groovy', 'ruby', 'perl', 'database', 'operating system', 'framework', 'software', 'application server', 'rest api', 'kubernetes', 'front end', 'enterprise system', 'high availability', 'angular', 'linux', 'spring', 'relational database', 'back office', 'support', 'scala', 'middleware', 'bamboo', 'computer science', 'python', 'openstack', 'jquery', 'oracle', 'docker', 'scalability', 'engineering', 'continuous integration', 'software engineering', 'shell', 'react', 'java', 'google app engine', 'data center', 'documentation', 'web service', 'web app', 'security'}"
107,"[265.0, 367.0, 82.0, 134.0, 490.0, 374.0, 269.0, 241.0, 480.0, 109.0]","{'component', 'monitoring', 'concurrency', 'redis', 'data analysis', 'specification', 'business', 'algorithm', 'machine learning', 'design', 'finance', 'nosql', 'uikit', 'project management', 'testing', 'schedule', 'data mining', 'game development', 'ruby', 'data structure', 'database', 'data system', 'software', 'framework', 'trend analysis', 'support', 'functional programming', 'scala', 'swift', 'computer science', 'business process', 'python', 'mobile', 'objective c', 'engineering', 'data management', 'mysql', 'java', 'release', 'box', 'tableau', 'web service', 'collaboration'}"
108,"[273.0, 40.0, 287.0, 187.0, 370.0, 243.0, 230.0, 242.0, 252.0, 280.0]","{'business', 'slack', 'medium', 'network security', 'finance', 'drupal', 'testing', 'deployment', 'squarespace', 'broadcasting', 'support', 'marketing', 'computer science', 'ambiguity', 'objective c', 'mobile', 'engineering', 'commerce', 'web service', 'security'}"
109,"[374.0, 95.0, 368.0, 110.0, 357.0, 384.0, 102.0, 55.0, 73.0, 173.0]","{'monitoring', 'concurrency', 'algorithm', 'business', 'medium', 'machine learning', 'design', 'uikit', 'xcode', 'debugging', 'webpack', 'advertising', 'testing', 'code review', 'deployment', 'data mining', 'analytics', 'ruby', 'data structure', 'software', 'framework', 'git', 'front end', 'source code', 'workflow', 'linux', 'support', 'functional programming', 'swift', 'user interface', 'computer science', 'ubuntu', 'library', 'publishing', 'objective c', 'mobile', 'engineering', 'microcontroller', 'electrical engineering', 'algorithm design', 'software engineering', 'content management', 'android', 'java', 'react', 'documentation', 'web service', 'collaboration', 'qt'}"
110,"[236.0, 173.0, 239.0, 109.0, 374.0, 237.0, 238.0, 94.0, 16.0, 181.0]","{'monitoring', 'concurrency', 'redis', 'data analysis', 'specification', 'business', 'algorithm', 'aws elastic beanstalk', 'selenium', 'mercurial', 'machine learning', 'design', 'server', 'data visualization', 'javascript', 'nosql', 'finance', 'uikit', 'devops', 'business administration', 'data model', 'project management', 'testing', 'tableau', 'data mining', 'deployment', 'analytics', 'ruby', 'data structure', 'perl', 'database', 'software', 'framework', 'github', 'puma', 'passenger', 'git', 'front end', 'source code', 'ansible', 'play', 'linux', 'support', 'functional programming', 'amazon dynamodb', 'swift', 'marketing', 'computer science', 'user interface', 'python', 'chef', 'ambiguity', 'mobile', 'objective c', 'docker', 'apache http server', 'engineering', 'algorithm design', 'mysql', 'continuous integration', 'throughput', 'software engineering', 'bash', 'workload', 'java', 'release', 'interaction', 'documentation', 'web service', 'web app', 'security', 'programming language', 'beanstalk'}"
111,"[121.0, 74.0, 442.0, 441.0, 408.0, 103.0, 388.0, 140.0, 26.0, 429.0]","{'oracle', 'time tracking', 'data analysis', 'mysql', 'business', 'asp net', 'ajax', 'support', 'analytics', 'design', 'server', 'database', 'computer science', 'jquery', 'documentation', 'business intelligence', 'visual studio'}"
112,"[122.0, 418.0, 491.0, 162.0, 423.0, 427.0, 362.0, 439.0, 435.0, 447.0]","{'data analysis', 'business', 'asp net', 'design', 'server', 'finance', 'accounting', 'debugging', 'business intelligence', 'diagram', 'testing', 'version control system', 'deployment', 'code review', 'ruby', 'data structure', 'database', 'software', 'git', 'database design', 'linux', 'angular', 'postgresql', 'support', 'swift', 'computer science', 'python', 'chef', 'jquery', 'objective c', 'oracle', 'mongodb', 'engineering', 'mysql', 'workload', 'computer hardware', 'shell', 'java', 'documentation', 'web service', 'data processing', 'collaboration', 'angularjs'}"
113,"[123.0, 148.0, 149.0, 193.0, 121.0, 111.0, 140.0, 337.0, 328.0, 441.0]","{'monitoring', 'component', 'data analysis', 'business', 'medium', 'design', 'data visualization', 'server', 'javascript', 'business intelligence', 'visualization', 'time tracking', 'testing', 'analytics', 'database', 'software', 'visual studio', 'data modeling', 'angular', 'twitter', 'support', 'business process', 'jquery', 'mysql', 'documentation', 'collaboration'}"
114,"[124.0, 152.0, 211.0, 166.0, 60.0, 146.0, 452.0, 412.0, 190.0, 170.0]","{'component', 'data analysis', 'specification', 'business', 'hbase', 'design', 'server', 'snowflake', 'nosql', 'debugging', 'business intelligence', 'data warehouse', 'diagram', 'hadoop', 'data mining', 'analytics', 'ruby', 'database', 'framework', 'application server', 'hibernate', 'data quality', 'database design', 'data modeling', 'angular', 'support', 'computer science', 'python', 'business process', 'jquery', 'oracle', 'engineering', 'impala', 'mysql', 'big data', 'distributed file system', 'java', 'documentation', 'tableau'}"
115,"[125.0, 454.0, 134.0, 144.0, 147.0, 127.0, 117.0, 139.0, 145.0, 399.0]","{'monitoring', 'component', 'data transmission', 'segment', 'data analysis', 'specification', 'business', 'junit', 'design', 'server', 'javascript', 'finance', 'crystal', 'information retrieval', 'debugging', 'business intelligence', 'project management', 'testing', 'schedule', 'data mining', 'analytics', 'database', 'data system', 'software', 'data quality', 'database design', 'workflow', 'data acquisition', 'trend analysis', 'support', 'marketing', 'user interface', 'computer science', 'python', 'jquery', 'engineering', 'material', 'data management', 'java', 'release', 'documentation', 'web service', 'tableau', 'cataloging', 'security', 'collaboration'}"
116,"[126.0, 129.0, 119.0, 160.0, 150.0, 140.0, 142.0, 280.0, 219.0, 251.0]","{'data extraction', 'data analysis', 'algorithm', 'business', 'slack', 'machine learning', 'design', 'data visualization', 'finance', 'nosql', 'parsing', 'business administration', 'data model', 'project management', 'time tracking', 'visualization', 'testing', 'drupal', 'hadoop', 'data mining', 'decision tree', 'wireframing', 'analytics', 'advertising', 'data structure', 'perl', 'data system', 'database', 'squarespace', 'data quality', 'workflow', 'twitter', 'marketing automation', 'relational database', 'support', 'marketing', 'computer science', 'python', 'business process', 'mobile', 'engineering', 'data management', 'big data', 'software engineering', 'interaction', 'java', 'bayesian network', 'web service', 'tableau', 'collaboration'}"
117,"[139.0, 127.0, 193.0, 131.0, 196.0, 225.0, 223.0, 145.0, 219.0, 178.0]","{'monitoring', 'data extraction', 'segment', 'data analysis', 'algorithm', 'business', 'specification', 'machine learning', 'design', 'finance', 'business intelligence', 'visualization', 'hadoop', 'decision tree', 'data mining', 'deployment', 'analytics', 'pattern recognition', 'database', 'software', 'performance metric', 'data quality', 'trend analysis', 'twitter', 'support', 'marketing', 'scala', 'computer science', 'python', 'engineering', 'electrical engineering', 'network management', 'big data', 'java', 'bayesian network', 'tableau', 'numpy', 'programming language'}"
118,"[128.0, 147.0, 1.0, 288.0, 162.0, 427.0, 20.0, 394.0, 134.0, 180.0]","{'monitoring', 'component', 'data transmission', 'metadata', 'collaboration', 'data analysis', 'specification', 'business', 'design', 'server', 'azure', 'data validation', 'business intelligence', 'data model', 'data warehouse', 'project management', 'testing', 'version control system', 'schedule', 'data mining', 'analytics', 'database', 'data system', 'software', 'front end', 'database design', 'enterprise system', 'workflow', 'trend analysis', 'relational database', 'support', 'rotation', 'marketing', 'computer science', 'business process', 'data integrity', 'oracle', 'scalability', 'material', 'engineering', 'data management', 'data integration', 'ml', 'shell', 'release', 'knowledge base', 'documentation', 'tableau', 'security', 'programming language'}"
119,"[129.0, 126.0, 116.0, 160.0, 128.0, 147.0, 142.0, 152.0, 118.0, 150.0]","{'data transmission', 'data analysis', 'business', 'design', 'data visualization', 'finance', 'nosql', 'parsing', 'data validation', 'business administration', 'data model', 'project management', 'visualization', 'data warehouse', 'testing', 'analytics', 'data structure', 'perl', 'data system', 'database', 'software', 'data quality', 'workflow', 'relational database', 'support', 'computer science', 'python', 'business process', 'engineering', 'material', 'data management', 'software engineering', 'interaction', 'java', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
120,"[130.0, 292.0, 145.0, 152.0, 150.0, 161.0, 142.0, 433.0, 148.0, 320.0]","{'segment', 'data analysis', 'specification', 'business', 'design', 'server', 'data visualization', 'crystal', 'parsing', 'business administration', 'data model', 'data warehouse', 'visualization', 'advertising', 'testing', 'data mining', 'analytics', 'database', 'software', 'framework', 'data quality', 'data modeling', 'trend analysis', 'support', 'reverse engineering', 'marketing', 'computer science', 'business process', 'python', 'oracle', 'engineering', 'mysql', 'java', 'data center', 'release', 'interaction', 'commerce', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
121,"[111.0, 74.0, 442.0, 441.0, 103.0, 408.0, 388.0, 140.0, 26.0, 429.0]","{'oracle', 'time tracking', 'data analysis', 'mysql', 'business', 'asp net', 'ajax', 'support', 'analytics', 'design', 'server', 'database', 'computer science', 'jquery', 'documentation', 'business intelligence', 'visual studio'}"
122,"[112.0, 418.0, 491.0, 162.0, 423.0, 362.0, 427.0, 439.0, 137.0, 63.0]","{'data analysis', 'specification', 'business', 'asp net', 'junit', 'design', 'server', 'javascript', 'debugging', 'business intelligence', 'project management', 'diagram', 'testing', 'version control system', 'deployment', 'code review', 'ruby', 'data structure', 'database', 'software', 'framework', 'git', 'database design', 'linux', 'angular', 'postgresql', 'support', 'swift', 'computer science', 'python', 'chef', 'jquery', 'objective c', 'oracle', 'mongodb', 'engineering', 'mysql', 'workload', 'computer hardware', 'shell', 'java', 'data exchange', 'documentation', 'web service', 'data processing', 'collaboration', 'angularjs'}"
123,"[113.0, 148.0, 149.0, 193.0, 121.0, 111.0, 140.0, 337.0, 328.0, 441.0]","{'monitoring', 'component', 'data analysis', 'business', 'medium', 'design', 'data visualization', 'server', 'javascript', 'business intelligence', 'visualization', 'time tracking', 'testing', 'analytics', 'database', 'software', 'visual studio', 'data modeling', 'angular', 'twitter', 'support', 'business process', 'jquery', 'mysql', 'documentation', 'collaboration'}"
124,"[114.0, 152.0, 211.0, 166.0, 146.0, 452.0, 60.0, 412.0, 198.0, 142.0]","{'component', 'data analysis', 'specification', 'business', 'hbase', 'machine learning', 'design', 'server', 'data science', 'snowflake', 'nosql', 'data visualization', 'parsing', 'debugging', 'business intelligence', 'ai', 'data model', 'data warehouse', 'diagram', 'visualization', 'hadoop', 'data mining', 'analytics', 'ruby', 'database', 'framework', 'application server', 'hibernate', 'data quality', 'database design', 'data modeling', 'angular', 'support', 'computer science', 'python', 'business process', 'simulation', 'jquery', 'oracle', 'segmentation', 'engineering', 'impala', 'mysql', 'big data', 'distributed file system', 'java', 'documentation', 'tableau', 'collaboration'}"
125,"[115.0, 454.0, 134.0, 144.0, 147.0, 127.0, 117.0, 139.0, 145.0, 66.0]","{'monitoring', 'component', 'data transmission', 'segment', 'data analysis', 'specification', 'business', 'junit', 'design', 'javascript', 'finance', 'crystal', 'information retrieval', 'debugging', 'project management', 'testing', 'schedule', 'data mining', 'image processing', 'analytics', 'database', 'data system', 'software', 'data quality', 'workflow', 'data acquisition', 'trend analysis', 'support', 'marketing', 'computer science', 'python', 'jquery', 'engineering', 'material', 'data management', 'embedded system', 'java', 'release', 'documentation', 'web service', 'tableau', 'cataloging', 'security', 'collaboration'}"
126,"[116.0, 129.0, 119.0, 160.0, 150.0, 140.0, 219.0, 251.0, 280.0, 259.0]","{'data extraction', 'algorithm', 'business', 'slack', 'machine learning', 'design', 'finance', 'nosql', 'business administration', 'data model', 'project management', 'time tracking', 'advertising', 'testing', 'hadoop', 'wireframing', 'data mining', 'drupal', 'analytics', 'data structure', 'perl', 'data system', 'database', 'squarespace', 'data quality', 'workflow', 'twitter', 'marketing automation', 'relational database', 'support', 'marketing', 'computer science', 'python', 'business process', 'mobile', 'engineering', 'data management', 'big data', 'software engineering', 'interaction', 'java', 'bayesian network', 'web service', 'decision tree', 'collaboration'}"
127,"[117.0, 139.0, 193.0, 131.0, 196.0, 225.0, 223.0, 219.0, 145.0, 178.0]","{'monitoring', 'data extraction', 'segment', 'data analysis', 'algorithm', 'business', 'specification', 'machine learning', 'design', 'finance', 'business intelligence', 'visualization', 'hadoop', 'decision tree', 'data mining', 'deployment', 'analytics', 'pattern recognition', 'database', 'software', 'performance metric', 'data quality', 'trend analysis', 'twitter', 'support', 'marketing', 'scala', 'computer science', 'python', 'engineering', 'electrical engineering', 'network management', 'big data', 'java', 'bayesian network', 'tableau', 'numpy', 'programming language'}"
128,"[118.0, 147.0, 1.0, 288.0, 162.0, 20.0, 427.0, 394.0, 134.0, 264.0]","{'monitoring', 'component', 'data transmission', 'metadata', 'collaboration', 'data analysis', 'specification', 'business', 'design', 'server', 'data validation', 'business intelligence', 'data model', 'data warehouse', 'project management', 'testing', 'version control system', 'schedule', 'data mining', 'analytics', 'database', 'data system', 'software', 'front end', 'database design', 'enterprise system', 'workflow', 'trend analysis', 'relational database', 'support', 'rotation', 'marketing', 'computer science', 'business process', 'data integrity', 'oracle', 'scalability', 'material', 'engineering', 'data management', 'data integration', 'shell', 'release', 'knowledge base', 'documentation', 'tableau', 'security', 'programming language'}"
129,"[119.0, 126.0, 116.0, 160.0, 128.0, 147.0, 142.0, 118.0, 152.0, 150.0]","{'data transmission', 'data analysis', 'business', 'design', 'data visualization', 'finance', 'nosql', 'parsing', 'data validation', 'business administration', 'data model', 'project management', 'visualization', 'data warehouse', 'testing', 'analytics', 'data structure', 'perl', 'data system', 'database', 'software', 'data quality', 'workflow', 'relational database', 'support', 'computer science', 'python', 'business process', 'engineering', 'material', 'data management', 'software engineering', 'interaction', 'java', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
130,"[120.0, 292.0, 145.0, 150.0, 152.0, 161.0, 142.0, 148.0, 320.0, 433.0]","{'segment', 'data analysis', 'specification', 'business', 'design', 'server', 'data visualization', 'crystal', 'parsing', 'business administration', 'data model', 'data warehouse', 'visualization', 'advertising', 'testing', 'data mining', 'analytics', 'database', 'software', 'framework', 'data quality', 'data modeling', 'trend analysis', 'support', 'reverse engineering', 'marketing', 'computer science', 'business process', 'python', 'oracle', 'engineering', 'mysql', 'java', 'data center', 'release', 'interaction', 'commerce', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
131,"[139.0, 117.0, 127.0, 162.0, 142.0, 178.0, 193.0, 151.0, 146.0, 145.0]","{'monitoring', 'domain knowledge', 'time series', 'segment', 'data analysis', 'specification', 'business', 'design', 'data visualization', 'nosql', 'parsing', 'data model', 'visualization', 'diagram', 'testing', 'decision tree', 'hadoop', 'data mining', 'analytics', 'data structure', 'database', 'software', 'data quality', 'trend analysis', 'support', 'marketing', 'python', 'engineering', 'material', 'big data', 'tableau', 'collaboration'}"
132,"[420.0, 398.0, 134.0, 128.0, 118.0, 131.0, 300.0, 419.0, 186.0, 20.0]","{'component', 'domain knowledge', 'monitoring', 'data analysis', 'specification', 'business', 'design', 'server', 'javascript', 'finance', 'crystal', 'data validation', 'data access', 'data model', 'project management', 'diagram', 'testing', 'hadoop', 'schedule', 'code review', 'source document', 'deployment', 'data mining', 'analytics', 'database', 'data system', 'software', 'database design', 'data modeling', 'data consistency', 'system integration', 'back office', 'support', 'marketing', 'computer science', 'business process', 'engineering', 'data management', 'mysql', 'big data', 'release', 'documentation', 'information management', 'tableau', 'web service', 'collaboration'}"
133,"[136.0, 430.0, 145.0, 147.0, 419.0, 432.0, 402.0, 425.0, 1.0, 186.0]","{'monitoring', 'domain knowledge', 'component', 'data transmission', 'metadata', 'segment', 'data analysis', 'specification', 'business', 'asp net', 'design', 'server', 'finance', 'crystal', 'business intelligence', 'data access', 'data model', 'data warehouse', 'testing', 'hadoop', 'data mining', 'analytics', 'database', 'decision support system', 'software', 'framework', 'data quality', 'database design', 'data modeling', 'trend analysis', 'data consistency', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'data integrity', 'material', 'engineering', 'data management', 'continuous integration', 'big data', 'release', 'knowledge base', 'documentation', 'tableau', 'security', 'collaboration'}"
134,"[178.0, 147.0, 269.0, 131.0, 118.0, 128.0, 430.0, 248.0, 158.0, 142.0]","{'monitoring', 'data transmission', 'data analysis', 'specification', 'business', 'design', 'server', 'data visualization', 'finance', 'parsing', 'data validation', 'data model', 'project management', 'visualization', 'testing', 'analytics', 'database', 'software', 'data quality', 'database design', 'trend analysis', 'support', 'marketing', 'computer science', 'business process', 'engineering', 'material', 'data management', 'documentation', 'tableau', 'security', 'collaboration'}"
135,"[192.0, 194.0, 193.0, 139.0, 117.0, 127.0, 149.0, 142.0, 196.0, 131.0]","{'component', 'monitoring', 'data analysis', 'specification', 'business', 'programming language', 'system testing', 'machine learning', 'data visualization', 'design', 'data science', 'server', 'finance', 'parsing', 'business intelligence', 'data model', 'data warehouse', 'visualization', 'testing', 'hadoop', 'analytics', 'database', 'software', 'data quality', 'data modeling', 'data acquisition', 'support', 'marketing', 'scala', 'computer science', 'python', 'engineering', 'java', 'tableau', 'security', 'collaboration'}"
136,"[133.0, 430.0, 145.0, 147.0, 419.0, 402.0, 432.0, 1.0, 399.0, 150.0]","{'monitoring', 'domain knowledge', 'data transmission', 'metadata', 'segment', 'data analysis', 'specification', 'business', 'design', 'server', 'finance', 'crystal', 'business intelligence', 'data model', 'data warehouse', 'testing', 'analytics', 'database', 'decision support system', 'software', 'data quality', 'database design', 'data modeling', 'trend analysis', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'user interface', 'business process', 'data integrity', 'material', 'engineering', 'data management', 'continuous integration', 'interaction', 'release', 'knowledge base', 'documentation', 'tableau', 'security'}"
137,"[425.0, 147.0, 144.0, 63.0, 412.0, 452.0, 312.0, 419.0, 430.0, 331.0]","{'component', 'data transmission', 'data analysis', 'specification', 'business', 'asp net', 'junit', 'design', 'server', 'finance', 'javascript', 'snowflake', 'information retrieval', 'crystal', 'debugging', 'business intelligence', 'project management', 'data warehouse', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'application server', 'hibernate', 'database design', 'data modeling', 'angular', 'support', 'computer science', 'jquery', 'oracle', 'material', 'mysql', 'continuous integration', 'java', 'documentation', 'tableau', 'cataloging', 'security', 'collaboration'}"
138,"[160.0, 159.0, 158.0, 142.0, 146.0, 154.0, 190.0, 433.0, 152.0, 166.0]","{'monitoring', 'segment', 'data analysis', 'business', 'design', 'server', 'data visualization', 'nosql', 'parsing', 'data validation', 'data model', 'project management', 'visualization', 'diagram', 'testing', 'hadoop', 'schedule', 'data mining', 'advertising', 'data warehouse', 'analytics', 'perl', 'data system', 'database', 'software', 'data quality', 'workflow', 'data modeling', 'relational database', 'support', 'marketing', 'computer science', 'python', 'business process', 'engineering', 'data management', 'mysql', 'big data', 'software engineering', 'interaction', 'java', 'commerce', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
139,"[117.0, 127.0, 193.0, 131.0, 196.0, 225.0, 223.0, 219.0, 145.0, 142.0]","{'monitoring', 'data extraction', 'collaboration', 'segment', 'data analysis', 'algorithm', 'business', 'specification', 'machine learning', 'design', 'data visualization', 'finance', 'parsing', 'business intelligence', 'data model', 'visualization', 'hadoop', 'decision tree', 'data mining', 'deployment', 'analytics', 'pattern recognition', 'database', 'software', 'performance metric', 'data quality', 'trend analysis', 'twitter', 'support', 'marketing', 'scala', 'computer science', 'python', 'engineering', 'electrical engineering', 'network management', 'big data', 'java', 'bayesian network', 'tableau', 'numpy', 'programming language'}"
140,"[142.0, 412.0, 152.0, 419.0, 150.0, 111.0, 121.0, 442.0, 430.0, 421.0]","{'component', 'data analysis', 'specification', 'business', 'data visualization', 'server', 'design', 'snowflake', 'finance', 'parsing', 'crystal', 'business intelligence', 'data model', 'data warehouse', 'visualization', 'analytics', 'database', 'software', 'data quality', 'visual studio', 'database design', 'support', 'business process', 'oracle', 'mysql', 'interaction', 'documentation', 'tableau', 'collaboration'}"
141,"[190.0, 209.0, 320.0, 170.0, 423.0, 154.0, 76.0, 114.0, 124.0, 494.0]","{'segment', 'data analysis', 'business', 'asp net', 'medium', 'data science', 'nosql', 'advertising', 'visualization', 'data warehouse', 'hadoop', 'analytics', 'database', 'software', 'front end', 'relational database', 'marketing', 'scala', 'computer science', 'python', 'engineering', 'impala', 'big data', 'java', 'tableau', 'data processing'}"
142,"[140.0, 146.0, 152.0, 412.0, 159.0, 196.0, 190.0, 166.0, 430.0, 225.0]","{'component', 'data analysis', 'algorithm', 'business', 'machine learning', 'design', 'server', 'snowflake', 'nosql', 'finance', 'business intelligence', 'data warehouse', 'time tracking', 'diagram', 'hadoop', 'visualization', 'schedule', 'data mining', 'analytics', 'pattern recognition', 'database', 'performance metric', 'data quality', 'database design', 'data modeling', 'support', 'scala', 'computer science', 'python', 'business process', 'oracle', 'engineering', 'mysql', 'network management', 'big data', 'java', 'documentation', 'tableau', 'security', 'programming language'}"
143,"[1.0, 20.0, 35.0, 54.0, 158.0, 162.0, 434.0, 145.0, 128.0, 19.0]","{'monitoring', 'metadata', 'segment', 'data analysis', 'specification', 'business', 'design', 'server', 'azure', 'data validation', 'business intelligence', 'data model', 'distributed database', 'data warehouse', 'project management', 'testing', 'deployment', 'performance monitoring', 'database', 'framework', 'software', 'performance metric', 'data quality', 'linux', 'trend analysis', 'rotation', 'support', 'computer engineering', 'middleware', 'information management', 'computer science', 'business process', 'data integrity', 'query optimization', 'docker', 'engineering', 'data management', 'network architecture', 'workload', 'complex system', 'interaction', 'data center', 'knowledge base', 'documentation', 'cloud hosting', 'tableau', 'security'}"
144,"[147.0, 150.0, 140.0, 137.0, 419.0, 412.0, 160.0, 430.0, 499.0, 142.0]","{'component', 'data transmission', 'data analysis', 'specification', 'business', 'design', 'server', 'data visualization', 'snowflake', 'nosql', 'finance', 'javascript', 'crystal', 'parsing', 'business intelligence', 'data model', 'project management', 'time tracking', 'visualization', 'testing', 'analytics', 'perl', 'database', 'data system', 'operating system', 'software', 'data quality', 'database design', 'workflow', 'relational database', 'support', 'response time', 'computer science', 'business process', 'python', 'oracle', 'material', 'data management', 'mysql', 'software engineering', 'shell', 'interaction', 'java', 'release', 'data exchange', 'documentation', 'web service', 'tableau', 'security', 'collaboration'}"
145,"[433.0, 170.0, 117.0, 139.0, 130.0, 127.0, 120.0, 150.0, 131.0, 171.0]","{'data analysis', 'business', 'machine learning', 'data visualization', 'server', 'design', 'finance', 'nosql', 'business administration', 'advertising', 'visualization', 'data warehouse', 'testing', 'hadoop', 'data mining', 'analytics', 'database', 'software', 'data quality', 'data modeling', 'trend analysis', 'support', 'marketing', 'computer science', 'python', 'business process', 'oracle', 'segmentation', 'engineering', 'mysql', 'big data', 'java', 'commerce', 'interaction', 'tableau'}"
146,"[198.0, 225.0, 196.0, 208.0, 160.0, 142.0, 170.0, 190.0, 223.0, 152.0]","{'collaboration', 'algorithm', 'data analysis', 'business', 'machine learning', 'design', 'data visualization', 'data science', 'nosql', 'parsing', 'ai', 'business intelligence', 'data model', 'project management', 'visualization', 'data warehouse', 'hadoop', 'data mining', 'deployment', 'analytics', 'perl', 'pattern recognition', 'database', 'data system', 'software', 'performance metric', 'data quality', 'database design', 'workflow', 'relational database', 'support', 'scala', 'computer science', 'python', 'simulation', 'segmentation', 'data management', 'electrical engineering', 'network management', 'big data', 'software engineering', 'java', 'interaction', 'web service', 'tableau', 'numpy', 'programming language'}"
