id,category,jd
279,software product manager,"This job requires evangelizing new services with customers in the technical integration part, fostering the integration and carrying customer feedback to the product and engineering team. The technical product manager will also be involved during new product research and early concept discussions internally and externally. During product development stage, the TPM should provide architecture feedback and recommendations based on market trends.Responsibilities:          Owns the developer (partner/developer application) integration pipeline, including vetting of new partners from a technology perspective, including consistent follow up with partners before, during and post-integrationSkilled communicator that has the ability to both talk tech with developer partners yet also effectively communicate with partners on sales and marketing teamsBe part of the evangelization team when new concepts are pitched to customers to get market feedback prior to build vs. not decision for a productServes as the advocate for developer partners and evangelist for the technologyReviews  technical documentationWorks with the product owner to add new features or enhancements to existing features to the product roadmapProvide architectural reviews and recommendations for products based on market trendsBuild strong cross-functional partnerships at multiple levels within the company, including with engineering, marketing, sales, and services.Education: BS in Computer Science or related technical degree with MBA preferred or equivalent work experience Experience:Minimum 5 – 7 years of experience in a Technical Product/Integration roleStrong product management/ sales engineering, customer integration experience.Extensive experience working on mobile technologies/applicationsInternet technologies experience a mustStrong exposure to user experience design and user research is a plus.Ability to understand technical subjects/emerging technologies and their relevance to the marketplace. Ability to work closely with development teams.Ability to manage and lead across highly cross-functional teams.Excellent written and verbal communication skills Regards, Sagar InfoVision Inc.800 E Campbell Road, Suite 388Richardson, TX 75081Tel:  972 349 0013Email: sagar@infovision.comWebsite: www.infovision.com "
280,software product manager,"Position: Product Manager (intranet product / finance client)Location: San FranciscoStatus: Full TimeEstimated Duration: OngoingStarts: Next MonthRate: Up to $120,000 per year + benefitsJob Description:Our financial services client needs a Product Manager to join their team full-time!In this role, you will work across teams on the company's intranet, which is currently hosted on SharePoint and Jive. You will be responsible for creating a product roadmap to determine the various different rollout phases of the product. You will work with end users to define pain points and make suggestions to the team on how to address pain points in future rollouts.The ideal candidate has experience working on digital products, ideally across web and mobile. Bonus points if you have financial services or healthcare experience. You have proven experience working with SharePoint or Jive, or similar platforms like WordPress, Drupal, SquareSpace, Lithium, Yammer or Slack.If you want to work for a well-known financial services company with a fun and collaborative team, this role is for you!If you feel you are qualified for this position please send your resume (and samples if applicable) to: sf65@jobalert.creativecircle.comView additional job opportunities at www.creativecircle.com"
281,software product manager,"ATR International, Inc. is an IT staffing leader and places a wide range of technical professionals at many of the most innovative companies. We are currently recruiting for the following position for one of our clients. If this position is not a fit for you, click here to send us your resume and our recruiters will find one that is. Position Information:Position title: Commercialization Product ManagerLocation: Palo Alto, CACompensation: DEOContact Information:Danel Noveno: daneln@atr1.comJob Description:We are seeking a Commercialization Product Manager for a very important client Post development: Coordinates and/or implements all aspects of bringing products/services via the company’s tools to internal customers (Sales Reps, Contract Admin., Manufacturing, Finance, and Service et) for Quoting, Order booking, Manufacturing Fulfillment, Financial Accounting and Servicing.  Organizes cross-functional activities, defines timelines and ensures completion of the project, i.e. product/service introduced on schedule with high quality.  Serves as an in-house project consultant evaluating project needs, evaluating tool(s) selection and enhancements for planning and directing implementation efforts.The ideal candidate will possess the following skills: Involved in the Next Generation Configurator development, introduction of new HP products through Watson (Sales Configuration Tool). Technical consultant for newly formed off-shore team.-Was involved in the ongoing development of HP’s Next Generation Configuration. Provided input for UI and product representation. Migrated SAP-IPC configurator to the new tool. The engine was being developed in sprints and new products were phased into release. Knowledge Base was adapted to the changing engine without increasing customer issues. This resulted in quicker adaptation of the new tool.-Developed Converged System (HANA) Solutions for configurator. Was involved in all stages of Config, Price, Quote, Factory testing. The legacy configurator did not scale to new large solution. Worked around engine limitations to enable sales on schedule.-Designed complex HANA solutions to be configured in 6 to 10 clicks.-Quote structure of large 3Par configurations was not compatible with SAP. Analyzed archaic code to find solution to enable orders to pass through factory for manufacturing-Experience with light programing or development within SAP Sales and Distribution module desired-Experience with light programing or development within Salesforce or equivalent CRM software desired-Experience with light programing or development within BMI or equivalent quote configurator software desired-Salesforce-SAP-CPQ-Oracle -Proficient in utilizing business tools such as:  E-mail, Microsoft Word, Excel, and PowerPoint. -Experience with SAP Sales and Distribution module desired-Experience with Salesforce or equivalent CRM software desired-Experience with BMI or equivalent quote configurator software desired-Obtains and completes LMS training plan specific to assigned responsibility.-Ability, competence, and confidence in managing cross-functional projects-Proficient in utilizing business tools such as:  E-mail, Microsoft Word, Excel, and PowerPoint. -Experience with SAP Sales and Distribution module desired-Experience with Salesforce or equivalent CRM software desired-Experience with BMI or equivalent quote configurator software desired-Obtains and completes LMS training plan specific to assigned responsibility.-Ability, competence, and confidence in managing cross-functional projectsTo be considered for this position, please click the ""Apply Now"" button.Visit our website at www.atrinternational.com for an up-to-date listing of opportunities.        "
282,salesforce developer,"My client is looking for to fill an urgent full-time positon for hands on Salesforce Architect / Developer. The base salary is $135,000 plus benefits and relocation assistance. The client does not offer any immigration assistance.   A proven functional/technical professional with at least 1-2 full lifecycle SalesForce.com implementations and at least 3- 5+ years' experience working with SFDC. Direct experience with one SFDC Sales Cloud (application design, architecture and development using Salesforce.com) Strong SFDC knowledge and Integration components for SFDC  Strong technical foundation including; Advanced structured programming - APEX, Force.com, .Net, Java, etc., understanding of RDMS concepts and structures, knowledge of SQL, structured system analysis and design methods, etc. Proven experience in overseeing the direction, development, and implementation of SFDC CRM software solutions. Understands complex ETL and data migration practices and has performed at least 1 complex data migration to Salesforce.com."
283,salesforce developer,Immediate need for a Senior level Saleforce.com Developer in the Boston area for a 12 month contract. This is a pure developer with past experience in Java and current experience in JavaScript. Looking for a candidate with at least SFDC 401 certification but 501 is desired. This is not a SFDC Administrator - we are looking for Developers who have Web Development on the SFDC platform experience.Job Type: ContractRequired experience:JavaScript DevelopmentJava DevelopmentSalesforce.com Development: at least 5 yearsPlease send resumes and contact details to Joe Volpicelli at jvolpicelli@baystatesearch.com
284,salesforce developer,"Job Title:   Salesforce DeveloperLocation:   Boston, MADuration:   Long term contract, or contract to hireBasic Qualifications: - SalesForce.com Development, we need people who can develop from scratch . - Strong Web Development background (maybe Java, or Javascript) Job Scope:Looking for SFDC developers who can do the declarative configuration, and programmatic developing with visual force page development. This candidate will be doing a lot of out of the box development, primarily using SalesForce Service Cloud. Using Declartive methodology, customized components. Using SalesForce Communities (x2) connected to the service cloud.Looking for developers who are interested in ""doing it a better way""Will be doing new development, working with the product managers to understand the requirements and design the technical solution.100% technical, development using Apex CodeMid-Senior level developerSalesForce.com platformCertifications are nice to haveVisualForce UI Development  678-882-7478"
285,salesforce developer,"Senior SalesForce Developer 12+ Months Contract Lowell, MA *** Candidate must be local to either MA, CT, RI, NH, VT, ME ****** Candidate must be available for Onsite/Skype for final interview ***  Job Description5+ years of experience developing Force.com commercial business applications; 5+ years of Force.com experience in Visualforce/Apex development.3+ years of experience with Salescloud and Servicecloud; Experience working with Force.com application packaging and/or deployment is a BIG PLUS.Experience with Salesforce.com Web Services APIs – Force.com SOAP and REST-based Web Service APIs, the Bulk API, as well as the Metadata API.Experience developing interactive web-based applications and with SAP or APTTUS integration preferred; Developer certifications is also preferred.  "
286,salesforce developer,"One of our best Boston area clients is looking for a Senior Salesforce Developer for a 4 month assignmentProject focus for this resource:Client has an integration partner they are working with. They are finishing development and will go live in April.  This resource will do knowledge transfer and teach the team and will bridge gaps.Work on defect resolution and enhancements.Continuous integration, hoping to get the system set up by March. Qualifications:Certified Salesforce Platform DeveloperLarge implementation experienceContinuous Integration experience in SalesforceSolid communication skillsSome .net or java, understanding of DatabasesDesired:Financial Service experienceSalesforce.com sales cloud consultantExperience with Salesforce.com configuration, Apex coding, ForceOne, API integration, Lightning Connect, Lightning Components, Sales Console, and Platform EncryptionPreferable experience with other Salesforce 3rd party vendor applications and plugins including Conga Composer, CTI, CloudLockPreferable experience with .Net C# development, and SQL or Oracle –developmentAbility to work with other developers providing knowledge transfer and technical know how"
287,salesforce developer,"Position: Lead SFDC DeveloperLocation:Boston MA  If interested please revertRegards,Vipin Sumbli| Asst. Manager - Talent AcquisitionEveear Technologies Inc. | http://www.eveear.comDirect: 510 908 6105 X 408Email: vipins@eveear.com An E-Verify Employer​ "
288,salesforce developer,"Job Description: The successful candidate will work closely with other development team members, QA engineers, as well as members of other departments to develop, maintain, and deploy Salesforce.com features, enhancements, and applications in support of various internal business departments including Sales, Marketing, and Support. The candidate must have strong communication and organizational skills to work with business users and managers to determine requirements and apply business process and knowledge to enhancement requests. Position ResponsibilitiesManage ongoing support requests and administrative needs of users.Create and manage custom objects, fields, and formulas.Develop and maintain custom reports.Develop and maintain dashboards.Develop and maintain validation rules and custom workflow.Participate in the integration process with other enterprise system.Recommend best practices.Integrate Salesforce with other third party solutions.Determine and document business user requirements.Work with a change management (release) process to develop and implement new applications and updates to existing applications. Knowledge and SkillsCustomer Focused – personally demonstrated that both external and internal customers are a high priority by identifying, and responding to their needs in a timely and efficient manner.Initiative – Recognizes opportunities and initiates actions to capitalize on them by looking for a new and productive ways to make an impact.Innovative Thinking – Embraces and champions new ideas and encourages others to do likewise.Building Organizational Commitment – Demonstrates commitment, loyalty and appreciation for the organization.   Conveys a high-level of concern for all employees, while helping to ensure that both their needs and those of the organization are met.Advanced level Salesforce.com Admin.7+ Years’ experience in Salesforce.Bachelor degree or equivalent experience.Well organized.Flexibility to meet continuously changing priorities and challenges.Solid communication and interpersonal skills.Ability to drive projects/issues to completion.Proficient in data manipulation (Excel).Experience with Apex programming language, VisualForce development, report writing software a plus.Salesforce.com certification a plus.Strong overall technical background."
289,salesforce developer,"Job Title: Senior Salesforce DeveloperType: ContractJob Location: Boston, MA(we are going through Pronix) Note: We will require work authorization copy with resume for submittal. Please give following details when you reply back with your resume:Visa Status. 2. Your current location 3. Your total and relevant experience 4. Availability 5. Your Updated Resume in MS Word Format. 6. Expected Rate/Salary 7. Present Organization 8. Notice Period.  Position Overview:Our client is currently looking forSenior Salesforce Developer to be a part of one of their rapidly growing teams. Position Summary:This is a senior position.If candidates do not have all of the following areas, they will not be considered:- SalesForce.com Apex Development, we need people who can develop from scratch - Strong Web Development background (maybe Java, or Javascript)- Strong communication skills, willingness to learn- EnergeticWaiting for your reply. Regards,Praveen KumarTanisha Systems, Inc. .An Information Technology CompanyEmpire State Building,350 5th Avenue, Ste 3012,New York, NY 10118Tel:  (212) 729-6543 Ext 319, Fax:  (212) 689-7333Email: praveen@tanishasystems.comwww.tanishasystems.com"
290,salesforce developer,"Salesforce Developer / ArchitectWebster, MAFull-Time  Salesforce developer with some architecture skills  Job Requirements A proven functional/technical professional with at least 1-2 full lifecycle SalesForce.com implementations and at least 3- 5+ years' experience working with SFDC. Direct experience with one SFDC Sales Cloud (application design, architecture, and development using Salesforce.com) Strong SFDC knowledge and Integration components for SFDC  Strong technical foundation including; Advanced structured programming - APEX, Force.com, .Net, Java, etc., understanding of RDMS concepts and structures, knowledge of SQL, structured system analysis and design methods, etc. Proven experience in overseeing the direction, development, and implementation of SFDC CRM software solutions. Understands complex ETL and data migration practices and has performed at least 1 complex data migration to Salesforce.com. Work with functional leads to transforming and develop new requirements into design, implementation. Ability to provide advice on best practices and approaches to the team. Strong knowledge of enterprise issues related to IT architecture. Ability to comprehend functional requirements and provide the Business Solutions. Strong customer focus while determining solutions. Ability to work with multiples vendors nearshores and offshore. Effectively work with management and other remote development staff to accomplish Salesforce.com project deliverables. Ability to work in a large program with others Application Architects. Exceptional interpersonal, communication, and presentation skills, both written and verbal. Exceptional listening skills and negotiating and influencing skills. Exceptional organizational and time management skills. Ability to manage group dynamics, facilitate effective team interaction, and negotiate effectively. Ability to multi-task, manage details, and execute effective follow through. Demonstrated dependability in a highly dynamic environment.   Regards, -- DJ Tasacom Technologies, Inc"
291,salesforce developer,"Our client based at Allen, TX is looking for experienced Senior Salesforce Developer for a long time contract.Job Details: 6+ years of IT Experience including 3+ years of development experience in Salesforce.com platform.Expert level experience with technologies that work with Salesforce platform such as Java Script, JQuery, Web Services, REST and SOAP APIs Experience in Designing, developing and maintaining VisualForce, AppExchange, Force.com pages and integration with on premise or third party solutions using Web ServicesVisualForce Web Page DevelopmentApex Code DevelopmentJava ScriptingFlow ExperienceCode Migration High level understanding of Salesforce.com configurations.Need to work as an architect level and provide design and estimatesSalesforce Advanced Developer and/or Architect certificationExposure to ITILExperience in process mapping for ‘As Is’ and “To Be’ process designsExperience with integrated applications such as ERP, Data WarehouseExperience working in diversified large global company, effectively dealing with multiple countries, multiple teams and culturesApply: Gaurav - gaurav@mavenco.com"
292,salesforce developer,"A global company is seeking to hire a Saleforce Developer for a contract in Plano, TX. As a 1st tier vendor we have over 90 contingents working for this client nationwide. All work will be performed on-site and you must be available for a face to face interviews. If hired, you will be eligible to enroll into our corporate benefits, which include, AETNA HMO/PPO Medical, Dental, Vision and 401K.** We will NOT accept 3rd party, Corp to Corp (C2C) or Independent (1099) contractors for this role **Position: Salesforce Developer Job Ref#: 28604Duration: 6+ Months (On-going Contract)Location: Plano, TX 75024 (on-site only)Rate: Open/Market Rate, depends on exp level (W2 ONLY)Please Note: Ideally looking to hire local candidates or you must be willing to interview and relocate at your own expense.RESPONSIBILITIES INCLUDE:• Make recommendations and propose system solutions to meet business requirements.• Design the data and technical system changes.• Oversee development of data and technical changes, and validate and implement the data and technical changes provided by the vendor.• Act as liaison with the vendors, development teams and business users to create and finalize end-to-end technical solutions.• Supervise the creation of operation support manuals and helpdesk documentation for production systems.• Update system documentation as changes/enhancements are deployed to ensure accuracy.• Success in this role requires in-depth knowledge and hands-on technical skills, with strong leadership, development management and communication skills. • Work with IT, various vendors and business teams to develop solutions that meet technology standards and business needs is required.• Development/Solution Management.• Ensure development activities are delivered with quality, are on-time and within budget• Understand current and future IT technical offerings, and identify appropriate fits or alignment for these offerings.• Evaluate and identify new technologies for implementation.• Maintain focus on key strategic and/or project priorities despite conflicting demands.• Serve as an agent for innovation not only for applications, but also for delivery issues and incidents.• Understand business requirements for development activities• Ensure business needs are clearly understood, documented and communicated.• Understand business and system processes to make recommendations and propose technical/non-technical solutions to meet business requirements.• Participate in business requirements gathering sessions with the business owners and key technical resources.• Translate the business and user requirements into system requirements.• Hands-on Participation in all development activities.• Own the technical solution by leading and participating in Develop/Design/Improve /Document Database Models/Design/Programs, Informatica jobs/programs, Unix/Autosys jobs/programs, and OTHER SPECIFIC DOMAIN SPECIFIC NEEDS.• Perform software analysis, code analysis, requirements analysis, software review, identification of code metrics, system risk analysis, software reliability analysis.• Coordinate architecture and development walk-through and sign-offs• Verifying with user representatives/stakeholders that software solutions and designs accurately reflect and satisfy business needs.• Ensure design and construction meet quality standards and that the testing and operational readiness tasks are conducted and produce quality results.• Production and Operational Support.• Provide technical guidance and support to the user community proactively and as requested.• Ensure that proactive, adaptive, corrective, and preventive changes conducted by outsourced service provider are functionally sound and consistent • Ensure cross-team impacts and dependencies of production activities have been addressed by outsourced service provider.• Assist functional manager in outsourced service provider oversight, SLA tracking, and Scorecard reporting.• Provide SME to support provider as needed. Ensure that business practices are represented inn support scripts and incident management activities.• Proactively identify and suggest improvement areas for Operation Support.• Communicate response and resolution to application issues such as outages and performance degradation to business stakeholder and user community.REQUIRED SKILLS/EXPERIENCE:• Advanced knowledge of the SalesForce.com platform.• Experience in architecture/design/development of desktop and web applications using Java, Oracle, SQL Server technologies.• Advanced knowledge in web service/ETL integration architecture/design using tools like Informatica, TIBCO.• Experience in system/infrastructure architecture for applications.• Experience in evaluating business requirements and designing/developing solutions.• Experience in using software design/architecture documentation tools System architect, Visio etc.• Knowledge and adaptation of software configuration, change, release and service management processes.• Experience in working with cross functional application and business teams.• Experience in creating technical work break down structure, release and implementation plans.• Experience or exposure to reporting tools like Business Objects, Crystal reports etc.• Ability to research and document existing application architecture.Software Expertise:• Mastery of client/server and distributed applications, project life cycle, and the basics of technical operations (networks, data center, database, integration, and migration activities).• Development Methodology – has mastered, and understands common development models including waterfall and agile processes.• Mastery of unit testing, software change management, software release management.• 4 years’ experience writing software derived from use cases.• Some Enterprise Architecture experience desired.• Understanding of Architecture frameworks (i.e., TOGAF, Zachman, FEAF).• Architecture lifecycle development methodologies.• Performance Architecture including root cause analysis, problem management and performance tuning.• Experience implementing Federated Security models.• Understands Systems engineering techniques (i.e., portfolio analysis, analysis of alternatives, architecture modeling).• Capable of performing Lifecycle cost analysis.• Is proficient with Microsoft Word, Excel and PowerPoint.FOR IMMEDIATE DETAILS ABOUT THIS POSITION, feel free to contact ANY of us direct and reference the job#:Kindest Regards:ADAM WEBB: (800) 732-4680 x711SUMIT KUMAR: (800) 732-4680 x718MICHELL CASEY: (800) 732-4680 x715  Recruiter: Calance Recruiters Phone: (800) 732-4680"
293,salesforce developer,"Greetings!Hope You are doing great.I have an immediate requirement for one of our Direct Client, please let me know if you have anyone available for the below position.Position: Salesforce Solution DeveloperLocation: Santa Clara, CADuration: Long TermThe Salesforce Solution Developer will interface directly with business users and the Enterprise Business Systems Analysts to understand and document business requirements, define solution architecture, create technical specifications/ documents, design, develop and implement solutions focused on the Salesforce platform to meet business needs.  The role requires an open communication style and collaborative manner. Someone in this position must lead by example, being both customer-centric and service minded, able to interact with all levels of users (end-users/executives), analysts and technical colleagues creating consensus and clear strategy where appropriate. Duties:* Deliver scalable, high-quality Salesforce services in support of our company mission* Design, develop, test, and document scalable, high-quality business solutions on the Salesforce platform* Recommend alternate approaches, analyze impacts, and provide sizing estimates* Collaborate with other team members* Participate in design sessions* Conduct unit, integration, and performance testing* Work closely with users for user acceptance testing* Analyze and mitigate bugs and issues* Participate in design and code reviews* Propose creative, highly innovative solutions* Provide support in fulfilling service requests* Support release planning and deployment* Maintain system KPIs to track trends in usage and data integrity* Help team ensure compliance with IT policies and procedures* Keep up with current technology trends* Assess and make recommendations on processes, designs, operations, and testing Skills: Must Have:* Salesforce Developer certification* Superior Salesforce development skills, including Apex, Visualforce, REST, APIs, SOQL, Javascript, CSS, and HTML* Understanding of all aspects of Salesforce, including Sales Cloud, Service Cloud, Marketing Cloud, and Communities* Deep understanding of scalable solutions and Salesforce best practices* Proven track record of delivering scalable, high-quality solutions* Experience working with third-party applications that integrate with Salesforce* Ability to work in a dynamic, fast-paced environment* Ability to pick up new skills quickly* Preference for working in teams* Willingness to take direction* Ability to take initiative as needed* Strong written and verbal communication skills * Excellent time management* Understanding of testing and release processes* Track record of creativity and innovation* A good sense of humor Nice To Have:* Salesforce Administrator certification* Salesforce Sales Cloud certification* Salesforce Service Cloud certification* Salesforce Advanced Developer Certification* Experience working in the security industry* Experience working in the high-tech industry* Experience working in a business with a channel sales model* Experience working with Agile* Experience working with SAP* Experience working with CPQ* Experience working with Service NowThanks & Regards, Santhosh LTranzeal Inc.Phone: 408-884-0367 || Fax: 408 884 1913Email: chandrai@tranzeal.com1754 Technology Drive. Suite 126 I San Jose, CA 95100"
294,salesforce developer,"Role:- Salesforce DeveloperLocation:- NY City Full time REMOTE position Top Three Skills:-1) 2+ years working developing force.com business applications as part of a team2) 2+ years in Visualforce/Apex development3) Experience with developing in Force.com and integration with other third party solutions Job Description:-  BASIC FUNCTION:Reporting to the Executive Director, Planning and Analytics and working collaboratively with other members of the School, the Salesforce Developer will support its Customer Relationship Management (CRM) solution. This individual will work closely with the IT development and product teams and be responsible for maintaining and supporting a high volume, high performance client facing Salesforce application. CHARACTERISTIC DUTIES AND RESPONSIBILITIES:-1. Participate in all phases of software development life cycle including functional analysis development of technical requirements, prototyping, coding, testing, deployment and support.2. Work in the Salesforce.com development environment which includes custom objects, workflows, triggers, the Force.com IDE, migration tools, SOSQL and web services.3. Technical expertise working with Salesforce.com and with systems integration in an SAP environment, preferred. Understanding of Apex Code, HTML, Java, Jscript, Transact - SQL Visualforce and XML.4. Works closely with School Management team and with the business functions such as Student Recruiting/Marketing, Student Retention, Partnerships to create ongoing enhancements and capabilities.5. Working with management, strategic planning & analysis staff and end-users to create and manage complex workflow rules, data validation, and triggers.6. Assist in the Design and implement Force.com best practices in the product development team including re-engineering and making test coverage improvements as needed.7. Manage the software testing process, which includes developing test plans, creating test cases, establishing protocols and appropriate testing environments and coordinating actual software testing8. Keeping abreast of new Salesforce features and functionality and providing recommendations for process improvements.9. Train new and existing users on how to use database applications10. Serve as backup Salesforce administrator11. Support end users questions and issues via communication channels including email, phone, and portals12. Work to increase and drive user adoption across the organization to ensure a successful rollout.13. Perform other duties as assigned or requested. Additional Position-Specific Minimum Qualifications• Salesforce.com Developer certification• Three (3) years of development operations experience• At least two plus (2+) years of experience developing Force.com commercial business applications as part of a collaborative team• At least two plus (2+) years of experience in Visualforce/Apex development• Experience with Salesforce.com Web Services APIs - Force.com SOAP and REST-based Web Service APIs, the Bulk API, and the Metadata API• Experience working with Force.com application packaging and deployment is a plus• Experience developing interactive web-based applications• Proficiency in developing in Force.com Visual Force pages, Managed Packages, and integration to other third party solutions• Experience integrating Salesforce with 3rd party system using web services and app exchange apps• Knowledge of Force.com development best practices and design patterns• Understanding of Agile/Scrum and iterative development methodologies• Strong written and verbal communication skills• Ability to work independently on multiple tasks simultaneously while producing quality deliverables within agreed deadlines. Contact:-Anuj Marwahaamarwaha@auritas.com / Office: 407-834-8324 Ext. 275"
295,salesforce developer,"Technomax LLC is looking for a Sr. Salesforce Developer for its direct client ""TD Ameritrade"" located at Jersey City, NJ. This is a Contract to Hire position so those who do not need any sponsorship can apply for this opportunity.  Role:The Sr. Salesforce Developer will perform complex software design tasks and work independently on the design, installation and maintenance of complex Salesforce systems/projects.Responsibilities:• Performs product design and development tasks of a moderate to high complexity which require research and analysis     • Perform system design and specification development, program logic and flow-charting, unit/functional testing, debugging, and documentation  • Works independently and with supervisory review on moderate to highly complex programming tasks. Provides analysis of problems and recommends solutions. Prepares design documentation, implementation plans and test case documents.• Participates in client interactions, possibly with more senior team members, to develop system solutions to business problems• Works within established procedures to develop, test, implement, and maintain application software• Mentors more junior developers and may lead projects as neededRequirements:• 3-6 years programming experience• Hands-on, in-depth experience with Apex, VisualForce, SOQL/SOSL, Force.com IDE and Force.com Ajax Toolkit• Salesforce.com configuration and application design skills• Knowledge of XML, HTML, DHTML, CSS, SOAP/REST and Javascript preferred• Salesforce.com integration experience preferred• Full knowledge of common software design patterns (Gang of Four)• 3-6 years’ experience with Object Oriented Analysis and Design• 3-6 years’ experience with distributed systems development• 3-6 years’ experience with real time, high volume transaction systems preferred• Experience working with highly concurrent systems preferred• Financial services/brokerage experience preferred• Experience with real time processing, relational database systems, and data • Ability to interpret business requirements• Excellent verbal and written communication skills• Demonstrated experience working with core business logic within applications• Bachelor's degree in Computer Science or related discipline• Candidate should have at least one of the following salesforce certifications: DEV 401, App Builder, Platform Developer 1.• Military education or experience may be considered in lieu of civilian requirements listed  "
296,salesforce developer,"sailteam.io has been engaged to place a new 3 person center of excellence Salesforce eningeering team to be remote or have the ability to work onsite in Brooklyn. This team is being built for an end-user undergoing a major project across 2,000 Salesforce users.They are hiring a Salesforce Technical Architect and 2 Senior Salesforce Developers. Ideal candidates will be true engineers who are highly technical and developed in another language before moving into Apex and Visualforce development. This team will report into the head of Engineering. The work will involve heavy customization, integration and application development on Force.com.Interviewing ImmediatelyExcellent verbal and written communication skillsDeep understanding of Best Practices when developing on the Salesforce Platform in both Apex and VisualforceA minimum of 7 years total development experience with at least 3 years developing Apex and Visualforce"
297,salesforce developer,"LOOKING FOR AN APPLICATION DEVELOPMENT SALESFORCE DEVELOPER TO BE RESPONSIBLE FOR WORKING ON REQUIREMENT ANALYSIS, DOCUMENTING SYSTEMS REQUIREMENTS, LEADING AND PARTICIPATING IN SYSTEMS DEVELOPMENT EFFORT, AND PLANNING AND EXECUTING IMPLEMENTATION. LOOKING FOR A SENIOR TECHNICAL LEAD WITH OVERALL OVER 10 YEARS OF TECHNICAL EXPERIENCE SUPPORTING CLIENTS INITIATIVE TO MIGRATE FROM ARMS, WHICH IS CLIENTS PROPRIETARY CRM APPLICATION, TO SALESFORCE.COM (SFDC). MUST HAVE STRONG PROJECT MANAGEMENT SKILLS AND ABILITY TO LEAD AND MENTOR TEAM MEMBERS. ENGAGE BUSINESS IN REQUIREMENT ANALYSIS AND SOLUTION DEFINITIONS. EXPERIENCE WITH MULTIPLE FULL LIFECYCLE SFDC IMPLEMENTATIONS. EXPERIENCE AS SFDC LEAD PARTICIPATING IN BUSINESS REQUIREMENTS, TECHNICAL DESIGN, SYSTEMS REQUIREMENTS AND IMPLEMENTATION PLANNING. WORKING KNOWLEDGE OF ETL TOOLS AND INTEGRATION LEVERAGING SFDC WEB SERVICES API."
298,salesforce developer,"A client of mine is looking for an experienced Salesforce Developer to join their growing company. They are looking for someone who has a proven track record of successful Salesforce.com Implementations. The candidate needs to have a very in depth understanding of the technical side of the platform as well as great communication skills to help lead a team during the implementation. They are looking for someone who has experience implementing the platform and understands both front and back end development. Experience: -5+ years of SFDC (Functional & Technical) -2-4 years of Salesforce.com Development -Proficient with Apex, Test classes, triggers. Visualforce, Force.com -Salesforce.com DEV401, ADM201 required -Has experience implementing Salesforce.com Benefits: -Health, visual, dental -401K -Travel Opportunities -PTO 4 weeks If this position seems of interest to you, do not hesitate another second for this is a very competitive role. Mason Frank International is the global leader for Salesforce.com recruitment, advertising more Salesforce.com jobs than any other agency. We deal with both Salesforce.com Partners & End Users throughout North America. By specializing solely in placing candidates in the Salesforce.com market I have built relationships with most of the key employers in North America and have an unrivalled understanding of where the best opportunities and Salesforce.com jobs are. I understand the need for discretion and would welcome the opportunity to speak to any Salesforce.com candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Salesforce.com market and some of the opportunities & SFDC jobs that are available I can be contacted on (818)-356-8564 (ext. 3631) or d.parrillo@masonfrank.com"
299,salesforce developer,"Contract to hire opportunity for W2 candidates.Responsibilities* Responsible for the development and enhancement of new and existing SFDC and web enabled applications, including systems analysis, design, development, implementation, and maintenance.* Develop basic and detailed program specifications* Ensure expected application performance levels are achieved* Develop training plans, materials and documentation for users, and coordinate user training sessions* Recommend, implement, and test automation strategies and deploy Visualforce pages, Apex classes and triggers* Knowledge of Salesforce governor limitsRequired skills* Program fluently in Apex and have a solid understanding of Apex classes* Confidently work off existing code* Advanced understanding of the Salesforce.com data model and how and when to create custom objects, junction objects, and other model items* Understanding of Relational databases (SQL, Oracle etc...)* JavaScript, HTML/DHTML programming experience* Must have strong written and verbal communication skills and client relationship experience* Ability to be highly productive, both working alone and in a team environment* A self-starter, willing and eager to learn new things and approach solutions differently* Understanding of application architecture principlesDesired skills* Salesforce.com certified Developer"
